SUPERKINGDOM PROKARYOTA,,,,,,,,,,,,,,
,,,,,,,,,Class Synergistia ,,,,,
,,,,,,,,,,,,,Order Synergistales ,
,,,,,Phylum Thermodesulfobacteria,,,,,,,,,
,,,,,,,,,Class Thermodesulfobacteria,,,,,
,,,,,,,,,,,,,Order Thermodesulfobacteriales,
,,,,,Phylum Thermotogae,,,,,,,,,
,,,,,,,,,Class Thermotogae,,,,,
,,,,,,,,,,,,,Order Thermotogales,
,,,,,Phylum Verrucomicrobia,,,,,,,,,
,,,,,,,,,Class Opitutae,,,,,
,,,,,,,,,,,,,Order Opitutales,
,,,,,,,,,,,,,Order Puniceicoccales,
,,,,,,,,,Class Verrucomicrobiae,,,,,
,,,,,,,,,,,,,Order Verrucomicrobiales,
,,SUBKINGDOM POSIBACTERIA,,,,,,,,,,,,
,,,,,Phylum Actinobacteria,,,,,,,,,
,,,,,,,,,Class Actinobacteria,,,,,
,,,,,,,,,,,,,Order Acidimicrobiales ,
,,,,,,,,,,,,,Order Actinomycetales,
,,,,,,,,,,,,,Order Bifidobacteriales,
,,,,,,,,,,,,,Order Coriobacteriales,
,,,,,,,,,,,,,Order Euzebyales,
,,,,,,,,,,,,,Order Gaiellales,
,,,,,,,,,,,,,Order Nitriliruptorales,
,,,,,,,,,,,,,Order Rubrobacterales,
,,,,,,,,,,,,,Order Solirubrobacterales,
,,,,,,,,,,,,,Order Thermoleophilales,
,,,,,Phylum Chloroflexi [= Chlorobacteria],,,,,,,,,
,,,,,,,,,Class Anaerolineae,,,,,
,,,,,,,,,,,,,Order Anaerolineales,
,,,,,,,,,Class Caldilineae,,,,,
,,,,,,,,,,,,,Order Caldilineales,
,,,,,,,,,Class Chloroflexia,,,,,
,,,,,,,,,,,,,Order Chloroflexales,
,,,,,,,,,,,,,Order Herpetosiphonales,
,,,,,,,,,Class Dehalococcoidia,,,,,
,,,,,,,,,,,,,Order Dehalococcoidales,
,,,,,,,,,Class Ktedonobacteria ,,,,,
,,,,,,,,,,,,,Order Ktedonobacterales,
,,,,,,,,,,,,,Order Thermogemmatisporales,
,,,,,,,,,Class Thermomicrobia,,,,,
,,,,,,,,,,,,,Order Sphaerobacterales,
,,,,,,,,,,,,,Order Thermomicrobiales,
,,,,,Phylum Firmicutes,,,,,,,,,
,,,,,,,,,Class Bacilli,,,,,
,,,,,,,,,,,,,Order Bacillales,
,,,,,,,,,,,,,Order Lactobacillales,
,,,,,,,,,Class Clostridia,,,,,
,,,,,,,,,,,,,Order Clostridiales,
,,,,,,,,,,,,,Order Halanaerobiales,
,,,,,,,,,,,,,Order Natranaerobiales,
,,,,,,,,,,,,,Order Thermoanaerobacterales,
,,,,,,,,,Class Erysipelotrichia,,,,,
,,,,,,,,,,,,,Order Erysipelotrichales,
,,,,,,,,,Class Negativicutes,,,,,
,,,,,,,,,,,,,Order Selenomonadales,
,,,,,,,,,Class Thermolithobacteria,,,,,
,,,,,,,,,,,,,Order Thermolithobacterales,
,,,,,Phylum Tenericutes,,,,,,,,,
,,,,,,,,,Class Mollicutes,,,,,
,,,,,,,,,,,,,Order Acholeplasmatales,
,,,,,,,,,,,,,Order Anaeroplasmatales,
,,,,,,,,,,,,,Order Entomoplasmatales,
,,,,,,,,,,,,,Order Haloplasmatales,
,,,,,,,,,,,,,Order Mycoplasmatales,
SUPERKINGDOM EUKARYOTA,,,,,,,,,,,,,,
,KINGDOM PROTOZOA,,,,,,,,,,,,,
,,SUBKINGDOM EOZOA,,,,,,,,,,,,
,,,INFRAKINGDOM EUGLENOZOA,,,,,,,,,,,
,,,,,Phylum Euglenozoa,,,,,,,,,
,,,,,,Subphylum N.N.,,,,,,,,
,,,,,,,,,Class Diplonemea,,,,,
,,,,,,,,,,,,,Order Diplonemida,
,,,,,,,,,Class Kinetoplastea,,,,,
,,,,,,,,,,,,,Order Bodonida,
,,,,,,,,,,,,,Order Prokinetoplastida,
,,,,,,,,,,,,,Order Trypanosomatida,
,,,,,,Subphylum Euglenoida,,,,,,,,
,,,,,,,,,Class N.N.,,,,,
,,,,,,,,,,,,,Order Petalomonadida,
,,,,,,,,,,,,,Order Ploeotiida,
,,,,,,,,,Class Euglenophyceae,,,,,
,,,,,,,,,,,,,Order Euglenida,
,,,,,,,,,,,,,Order Eutreptiida,
,,,,,,,,,Class Peranemea,,,,,
,,,,,,,,,,,,,Order Heteronemida,
,,,,,,,,,,,,,Order Peranemida,
,,,,,,,,,,,,,Order Rhabdomonadida,
,,,,,,Subphylum Symbiontida,,,,,,,,
,,,,,,,,,Class Postgaardea,,,,,
,,,,,,,,,,,,,Order Postgaardida,
,,,INFRAKINGDOM EXCAVATA,,,,,,,,,,,
,,,,,Phylum Loukozoa,,,,,,,,,
,,,,,,Subphylum Eolouka,,,,,,,,
,,,,,,,,,Class Jakobea,,,,,
,,,,,,,,,,,,,Order Jakobida,
,,,,,,,,,Class Tsukubea,,,,,
,,,,,,,,,,,,,Order Tsukubamonadida,
,,,,,,Subphylum Neolouka,,,,,,,,
,,,,,,,,,Class Malawimonadea,,,,,
,,,,,,,,,,,,,Order Malawimonadida,
,,,,,Phylum Metamonada,,,,,,,,,
,,,,,,,,,Class Anaeromonadea,,,,,
,,,,,,,,,,,,,Order Oxymonadida,
,,,,,,,,,,,,,Order Trimastigida,
,,,,,,,,,Class Carpomonadea,,,,,
,,,,,,,,,,,,,Order Carpediemonadida,
,,,,,,,,,,,,,Order Chilomastigida,
,,,,,,,,,,,,,Order Dysnectida,
,,,,,,,,,Class Eopharyngea,,,,,
,,,,,,,,,,,,,Order Diplomonadida,
,,,,,,,,,,,,,Order Retortamonadida,
,,,,,,,,,Class Trichomonadea,,,,,
,,,,,,,,,,,,,Order Cristamonadida,
,,,,,,,,,,,,,Order Spirotrichonymphida,
,,,,,,,,,,,,,Order Trichomonadida,
,,,,,,,,,,,,,Order Tritrichomonadida,
,,,,,,,,,Class Trichonymphea,,,,,
,,,,,,,,,,,,,Order Lophomonadida,
,,,,,,,,,,,,,Order Trichonymphida,
,,,,,Phylum Percolozoa,,,,,,,,,
,,,,,,Subphylum Pharyngomonada,,,,,,,,
,,,,,,,,,Class Pharyngomonadea,,,,,
,,,,,,,,,,,,,Order Pharyngomonadida,
,,,,,,Subphylum Tetramitia,,,,,,,,
,,,,,,,,,Class Heterolobosea,,,,,
,,,,,,,,,,,,,Order Acrasida,
,,,,,,,,,,,,,Order Schizopyrenida,
,,,,,,,,,Class Lyromonadea,,,,,
,,,,,,,,,,,,,Order Lyromonadida,
,,,,,,,,,Class Percolatea,,,,,
,,,,,,,,,,,,,Order Percolomonadida,
,,,,,,,,,,,,,Order Pseudociliatida,
,,SUBKINGDOM SARCOMASTIGOTA,,,,,,,,,,,,
,,,,,Phylum Amoebozoa,,,,,,,,,
,,,,,,Subphylum Conosa,,,,,,,,
,,,,,,,,,Class Archamoebea,,,,,
,,,,,,,,,,,,,Order Mastigamoebida,
,,,,,,,,,,,,,Order Pelobiontida,
,,,,,,,,,,,,,Order Rhizomastigida,
,,,,,,,,,Class Dictyostelea,,,,,
,,,,,,,,,,,,,Order Dictyostelida,
,,,,,,,,,Class Myxogastrea [= Myxomycetes],,,,,
,,,,,,,,,,Subclass Exosporeae,,,,
,,,,,,,,,,,,,Order Ceratiomyxida,
,,,,,,,,,,Subclass Myxogastria,,,,
,,,,,,,,,,,,Superorder Columellidia,,
,,,,,,,,,,,,,Order Echinosteliida,
,,,,,,,,,,,,,Order Fuscisporida,
,,,,,,,,,,,,Superorder Lucisporidia,,
,,,,,,,,,,,,,Order Liceida,
,,,,,,,,,,,,,Order Trichiida,
,,,,,,,,,Class Protostelea,,,,,
,,,,,,,,,,,,,Order Protostelida,
,,,,,,,,,Class Variosea,,,,,
,,,,,,,,,,,,,Order Artodiscida,
,,,,,,,,,,,,,Order Holomastigida,
,,,,,,,,,,,,,Order Phalansteriida,
,,,,,,,,,,,,,Order Varipodida ,
,,,,,,Subphylum Lobosa,,,,,,,,
,,,,,,,,,Class Discosea,,,,,
,,,,,,,,,,Subclass Flabellinia,,,,
,,,,,,,,,,,,,Order Dactylopodida,
,,,,,,,,,,,,,Order Himatismenida,
,,,,,,,,,,,,,Order Pellitida,
,,,,,,,,,,,,,Order Stygamoebida,
,,,,,,,,,,,,,Order Trichosida,
,,,,,,,,,,,,,Order Vanellida,
,,,,,,,,,,Subclass Longamoebia,,,,
,,,,,,,,,,,,,Order Dermamoebida,
,,,,,,,,,,,,,Order Centramoebida,
,,,,,,,,,,,,,Order Thecamoebida,
,,,,,,,,,Class Tubulinea [= Lobosea],,,,,
,,,,,,,,,,,,,Order Arcellinida,
,,,,,,,,,,,,,Order Echinamoebida,
,,,,,,,,,,,,,Order Euamoebida,
,,,,,,,,,,,,,Order Leptomyxida,
,,,,,,,,,,,,,Order Nolandida,
,,,,,"Phylum Choanozoa  [with Microsporidia,  Animalia, and Fungi constitutes ""Supergroup Opisthokonta""]",,,,,,,,,
,,,,,,Subphylum Choanofila,,,,,,,,
,,,,,,,,,Class Choanoflagellatea,,,,,
,,,,,,,,,,,,,Order Acanthoecida,
,,,,,,,,,,,,,Order Craspedida,
,,,,,,,,,Class Corallochytrea,,,,,
,,,,,,,,,,,,,Order Corallochytrida ,
,,,,,,,,,Class Filasterea,,,,,
,,,,,,,,,,,,,Order Ministeriida,
,,,,,,,,,Class Ichthyosporea,,,,,
,,,,,,,,,,,,,Order Dermocystida ,
,,,,,,,,,,,,,Order Eccrinida,
,,,,,,Subphylum Paramycia,,,,,,,,
,,,,,,,,,Class Aphelidea,,,,,
,,,,,,,,,,,,,Order Aphelidida,
,,,,,,,,,Class Cristidiscoidea,,,,,
,,,,,,,,,,,,,Order Fonticulida,
,,,,,,,,,,,,,Order Nucleariida,
,,,,,,,,,Class Rozellidea,,,,,
,,,,,,,,,,,,,Order Rozellida,
,,,,,"Phylum Microsporidia  [with Choanozoa, Animalia, and Fungi constitutes ""Supergroup Opisthokonta""]",,,,,,,,,
,,,,,,,,,Class Disporea,,,,,
,,,,,,,,,,,,,"Order N.N. (e.g., Nosema)",
,,,,,,,,,Class Metchnikovellea,,,,,
,,,,,,,,,,,,,Order Metchnikovellida,
,,,,,,,,,Class Minisporea [= Microsporea],,,,,
,,,,,,,,,,,,,Order Minisporida [= Minisporea],
,,,,,,,,,Class Pleistophorea,,,,,
,,,,,,,,,,,,,Order Pleistophorida,
,,,,,Phylum Sulcozoa,,,,,,,,,
,,,,,,Subphylum Apusozoa,,,,,,,,
,,,,,,,, ,Class Breviatea,,,,,
,,,,,,,,,,,,,Order Breviatida,
,,,,,,,,,Class Thecomonadea,,,,,
,,,,,,,,,,,,,Order Apusomonadida,
,,,,,,Subphylum Varisulca,,,,,,,,
,,,,,,,,,Class Diphyllatea,,,,,
,,,,,,,,,,,,,Order Diphylleida,
,,,,,,,,,Class Glissodiscea,,,,,
,,,,,,,,,,,,,Order Mantamonadida,
,,,,,,,,,,,,,Order Planomonadida,
,,,,,,,,,Class Hilomonadea,,,,,
,,,,,,,,,,,,,Order Rigifilida,
,KINGDOM CHROMISTA,,,,,,,,,,,,,
,,SUBKINGDOM HACROBIA,,,,,,,,,,,,
,,,,,Phylum N.N.,,,,,,,,,
,,,,,,,,,Class Endohelea,,,,,
,,,,,,,,,,,,,Order Heliomonadida,
,,,,,,,,,,,,,Order Microhelida,
,,,,,,,,,Class Picomonadea,,,,,
,,,,,,,,,,,,,Order Picomonadida,
,,,,,,,,,Class Telonemea,,,,,
,,,,,,,,,,,,,Order Telonemida,
,,,,,Phylum Cryptista,,,,,,,,,
,,,,,,Subphylum Palpitia,,,,,,,,
,,,,,,,,,Class Palpitea,,,,,
,,,,,,,,,,,,,Order Palpitida,
,,,,,,Subphylum Rollomonadia,,,,,,,,
,,,,,,,,,Class Cryptophyceae,,,,,
,,,,,,,,,,,,,Order Cryptomonadales,
,,,,,,,,,,,,,Order Pyrenomonadales,
,,,,,,,,,,,,,Order Tetragonidiales,
,,,,,,,,,Class Goniomonadea,,,,,
,,,,,,,,,,,,,Order Goniomonadida,
,,,,,,,,,Class Leucocryptea,,,,,
,,,,,,,,,,,,,Order Kathablepharida,
,,,,,Phylum Haptophyta,,,,,,,,,
,,,,,,,,,Class Coccolithophyceae [= Prymnesiophyceae],,,,,
,,,,,,,,,,,,,Order Coccolithales,
,,,,,,,,,,,,,Order Coccosphaerales,
,,,,,,,,,,,,,Order Isochrysidales,
,,,,,,,,,,,,,Order Phaeocystales,
,,,,,,,,,,,,,Order Prymnesiales,
,,,,,,,,,,,,,Order Syracosphaerales,
,,,,,,,,,,,,,Order Zygodiscales,
,,,,,,,,,Class Pavlovophyceae,,,,,
,,,,,,,,,,,,,Order Pavlovales,
,,,,,Phylum Heliozoa,,,,,,,,,
,,,,,,,,,Class Centrohelea,,,,,
,,,,,,,,,,,,,Order Acanthocystida,
,,,,,,,,,,,,,Order Pterocystida,
,,"SUBKINGDOM HAROSA [= ""Supergroup SAR""]",,,,,,,,,,,,
,,,INFRAKINGDOM HALVARIA,,,,,,,,,,,
,,,,Superphylum Alveolata,,,,,,,,,,
,,,,,Phylum Ciliophora,,,,,,,,,
,,,,,,Subphylum Intramacronucleata,,,,,,,,
,,,,,,,,,Class Armophorea,,,,,
,,,,,,,,,,,,,Order Armophorida,
,,,,,,,,,,,,,Order Clevelandellida,
,,,,,,,,,Class Colpodea,,,,,
,,,,,,,,,,,,,Order Bryometopida,
,,,,,,,,,,,,,Order Bryophryida,
,,,,,,,,,,,,,Order Bursariomorphida,
,,,,,,,,,,,,,Order Colpodida,
,,,,,,,,,,,,,Order Cyrtolophosidida,
,,,,,,,,,,,,,Order Sorogenida,
,,,,,,,,,Class Litostomatea,,,,,
,,,,,,,,,,Subclass Haptoria,,,,
,,,,,,,,,,,,,Order Cyclotrichiida,
,,,,,,,,,,,,,Order Haptorida,
,,,,,,,,,,,,,Order Pleurostomatida,
,,,,,,,,,,Subclass Trichostomatia,,,,
,,,,,,,,,,,,,Order Entodiniomorphida,
,,,,,,,,,,,,,Order Macropodiniida,
,,,,,,,,,,,,,Order Vestibuliferida,
,,,,,,,,,Class Spirotrichea,,,,,
,,,,,,,,,,Subclass Choreotrichia,,,,
,,,,,,,,,,,,,Order Tintinnida,
,,,,,,,,,,Subclass Hypotrichia,,,,
,,,,,,,,,,,,,Order Euplotida,
,,,,,,,,,,,,,Order Kiitrichida,
,,,,,,,,,,Subclass Licnophoria,,,,
,,,,,,,,,,,,,Order Licnophorida,
,,,,,,,,,,Subclass Oligotrichia,,,,
,,,,,,,,,,,,,Order Strombidiida,
,,,,,,,,,,Subclass Protocruziidia,,,,
,,,,,,,,,,,,,Order Phacodiniida,
,,,,,,,,,,,,,Order Protocruziida,
,,,,,,,,,,Subclass Stichotrichia,,,,
,,,,,,,,,,,,,Order Sporadotrichida,
,,,,,,,,,,,,,Order Stichotrichida,
,,,,,,,,,,,,,Order Urostylida,
,,,,,,,,,Class Nassophorea,,,,,
,,,,,,,,,,,,,Order Colpodidiida,
,,,,,,,,,,,,,Order Microthoracida,
,,,,,,,,,,,,,Order Nassulida,
,,,,,,,,,,,,,Order Synhymeniida,
,,,,,,,,,Class Oligohymenophorea,,,,,
,,,,,,,,,,Subclass Apostomatia,,,,
,,,,,,,,,,,,,Order Apostomatida,
,,,,,,,,,,,,,Order Astomatophorida,
,,,,,,,,,,,,,Order Pilisuctorida,
,,,,,,,,,,Subclass Astomatia,,,,
,,,,,,,,,,,,,Order Astomatida,
,,,,,,,,,,Subclass Hymenostomatia,,,,
,,,,,,,,,,,,,Order Ophyroglenida,
,,,,,,,,,,,,,Order Tetrahymenida,
,,,,,,,,,,Subclass Peniculia,,,,
,,,,,,,,,,,,,Order Peniculida,
,,,,,,,,,,,,,Order Urocentrida,
,,,,,,,,,,Subclass Peritrichia,,,,
,,,,,,,,,,,,,Order Mobilida,
,,,,,,,,,,,,,Order Sessilida,
,,,,,,,,,,Subclass Scuticociliatia,,,,
,,,,,,,,,,,,,Order Philasterida,
,,,,,,,,,,,,,Order Pleuronematida,
,,,,,,,,,,,,,Order Thigmotrichida,
,,,,,,,,,Class Phyllopharyngea,,,,,
,,,,,,,,,,Subclass Chonotrichia,,,,
,,,,,,,,,,,,,Order Cryptogemmida,
,,,,,,,,,,,,,Order Exogemmiida,
,,,,,,,,,,Subclass Cyrtophoria,,,,
,,,,,,,,,,,,,Order Chlamydodontida,
,,,,,,,,,,,,,Order Dysteriida,
,,,,,,,,,,Subclass Rhynchodia,,,,
,,,,,,,,,,,,,Order Hypocomatida,
,,,,,,,,,,,,,Order Rhynchodida,
,,,,,,,,,,Subclass Suctoria,,,,
,,,,,,,,,,,,,Order Endogenida,
,,,,,,,,,,,,,Order Evaginogenida,
,,,,,,,,,,,,,Order Exogenida,
,,,,,,,,,Class Plagiopylea,,,,,
,,,,,,,,,,,,,Order Odontostomatida,
,,,,,,,,,,,,,Order Plagiopylida,
,,,,,,,,,Class Prostomatea,,,,,
,,,,,,,,,,,,,Order Prorodontida,
,,,,,,,,,,,,,Order Prostomatida,
,,,,,,Subphylum Postciliodesmatophora,,,,,,,,
,,,,,,,,,Class Heterotrichea,,,,,
,,,,,,,,,,,,,Order Heterotrichida,
,,,,,,,,,Class Karyorelictea,,,,,
,,,,,,,,,,,,,Order Loxodida,
,,,,,,,,,,,,,Order Protoheterotrichida,
,,,,,,,,,,,,,Order Protostomatida,
,,,,,Phylum Miozoa,,,,,,,,,
,,,,,,Subphylum Myzozoa,,,,,,,,
,,,,,,,Infraphylum Apicomplexa,,,,,,,
,,,,,, ,,Superclass Apicomonada,,,,,,
,,,,,,,,,Class Apicomonadea,,,,,
,,,,,,,,,,,,,Order Chromerida,
,,,,,,,,,,,,,Order Colpodellida,
,,,,,,,,,,,,,Order Voromonadida,
,,,,,, ,,Superclass Sporozoa,,,,,,
,,,,,,,,,Class N.N.,,,,,
,,,,,,,,,,,,,Order Blastogregarinida,
,,,,,,,,,Class Coccidiomorphea,,,,,
,,,,,,,,,,Subclass Coccidia,,,,
,,,,,,,,,,,,,Order Adeleida,
,,,,,,,,,,,,,Order Eimeriida,
,,,,,,,,,,,,,Order Ixorheida,
,,,,,,,,,,Subclass Coelotrophia,,,,
,,,,,,,,,,,,,Order Coelotrophiida [= Protococcidiida],
,,,,,,,,,,Subclass Hematozoa,,,,
